rank,Player,School,Pos,Year,actual_round,actual_pick,predicted_round,Height,Weight,arm_length_inches,40yd,Vertical,Broad Jump,Bench,3Cone,Shuttle,RAS,speed_score,explosive_score,agility_score,p4_conference,yards_per_coverage_snap,forced_incompletion_rate,snap_counts_coverage,coverage_percent,coverage_snaps_per_target,INT_rate,PBU_rate,qb_rating_against,catch_rate,stop_percent,missed_tackle_rate,avg_depth_of_tackle,snap_counts_run,forced_fumbles,interceptions,pass_break_ups,true_pass_set_pass_rush_win_rate,pass_rush_win_rate,snap_counts_pass_rush,true_pass_set_pressure_rate,true_pass_set_sack_rate,snap_counts_pass_block,snap_counts_run_block,grades_run_block,gap_rate,zone_rate,penalty_rate,arm_33_plus,arm_34_plus,is_center,btt_rate,twp_rate,ypa,qb_rating,pressure_to_sack_rate,sack_percent,epa,positive_epa_percent,player_game_count,yprr,yards_per_reception,caught_percent,avg_depth_of_target,targeted_qb_rating,contested_catch_rate,drop_rate,yards_after_catch_per_reception,avoided_tackles,slot_rate,wide_rate,inline_rate,route_rate,yards_after_contact,yco_attempt,elusive_rating,mtf_per_attempt,breakaway_percent,explosive_rate,targets_per_route,fumble_rate
71,Tip Reiman,ILLINOIS,TE,2024,3,82,4.0587,76.875,271.0,32.88,4.64,33.5,121.0,28.0,7.02,4.26,9.92,116.93038087938177,0.05347587773460826,,0.0,,,,,,,,,,,,,,,,,,,,,,,301.0,54.6,,,,,,,,,,,,,,,12.0,0.84,10.7,79.2,6.0,141.5,25.0,0.0,5.5,2.0,32.6,4.7,62.1,71.5,,,,,,,,
72,Trey Taylor,Air Force,S,2024,7,223,4.0601,72.75,206.0,,4.59,37.5,123.0,22.0,6.9,4.13,9.33,92.82104935782324,0.8064554413483608,,0.0,0.5,11.1,393.0,98.5,10.5,0.0076335877862595,0.010178117048346,50.9,61.1,5.0,8.0,4.8,309.0,0.0,3.0,4.0,,16.7,6.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,
73,Cooper Beebe,Kansas State,IOL,2024,3,73,4.0805,75.25,322.0,31.5,5.03,,109.0,20.0,,,9.29,100.60369389662537,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0202702702702702,0.0,148.0,486.0,79.9,0.6829999999999999,0.265,0.0031545741324921,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Audric Estime,Notre Dame,RB,2024,5,147,4.1108,71.375,222.0,,4.61,38.0,125.0,23.0,,,6.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,1.3,,,,,,,,62.0,,,,,892.0,4.27,122.8,0.2966507177033493,44.1,0.1818181818181818,0.1559633027522936,0.0044247787610619
75,Xavier Thomas,Clemson,ED,2024,5,138,4.1221,74.0,244.0,32.88,4.62,32.5,120.0,,,,8.17,107.1154014460778,0.07247681593649616,,1.0,,,,,,,,,,5.1,,,,,,,19.7,17.1,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Jermaine Burton,Alabama,WR,2024,3,80,4.1303,72.25,196.0,31.0,4.45,38.5,133.0,,,,9.09,99.96455179214907,0.9905210800687139,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.75,20.5,68.4,20.2,128.8,56.3,0.0,3.3,3.0,19.9,80.1,0.0,97.6,,,,,,,,
77,Jalyx Hunt,Houston Christian,ED,2024,3,94,4.1365,76.0,252.0,34.38,4.64,37.5,128.0,,,,9.22,108.73230989521848,2.830783810687663,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Adonai Mitchell,Texas,WR,2024,2,52,4.1403,74.25,205.0,32.38,4.34,39.5,136.0,,,,9.99,115.5646314647894,1.300833699420075,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.72,15.4,64.0,16.0,126.2,36.4,1.8,3.2,6.0,18.4,81.6,0.0,96.3,,,,,,,,
79,Devin Culp,WASHINGTON,TE,2024,7,246,4.1474,75.125,231.0,32.88,4.47,35.0,118.0,,7.28,4.31,8.14,115.72092141953799,0.5534131533000207,,0.0,,,,,,,,,,,,,,,,,,,,,,,155.0,73.2,,,,,,,,,,,,,,,15.0,1.64,13.0,69.6,8.3,126.7,50.0,5.9,9.4,2.0,20.8,10.9,67.2,66.1,,,,,,,,
80,Josiah Ezirim,Eastern Kentucky,OT,2024,7,239,4.1545,77.75,329.0,33.75,5.15,,,,,,8.51,93.53991640456371,,-0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Jaden Crumedy,Mississippi State,DT,2024,6,189,4.2092,76.0,301.0,33.0,4.92,29.5,105.0,,,,7.55,102.73917646421314,-0.0121301227583821,,1.0,,,,,,,,,,5.4,,,,,,,7.1,7.0,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Renardo Green,Florida State,CB,2024,2,64,4.2539,71.875,186.0,,4.49,37.5,130.0,,,,8.21,91.5287593968658,1.5990235494634,,1.0,0.8,26.7,363.0,97.3,5.7,0.0027548209366391,0.0358126721763085,75.0,51.7,1.8,23.5,9.3,278.0,0.0,1.0,13.0,50.0,11.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
83,Brock Bowers,GEORGIA,TE,2024,1,13,4.2564,75.125,243.0,32.75,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,202.0,62.4,,,,,,,,,,,,,,,10.0,2.65,12.8,78.9,6.5,136.9,22.2,5.1,8.7,18.0,47.4,9.6,38.8,86.9,,,,,,,,
84,Jaylin Simpson,Auburn,S,2024,6,164,4.2677,71.625,179.0,32.38,4.45,39.5,133.0,,,,7.4,91.29415699385042,3.088894366016303,,1.0,0.5,20.0,343.0,97.2,13.2,0.0116618075801749,0.0116618075801749,54.0,60.0,1.4,21.1,9.7,296.0,0.0,4.0,4.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,
85,Olumuyiwa Fashanu,PENN STATE,OT,2024,1,11,4.2682,78.0,312.0,34.0,5.11,32.0,109.0,,,,9.58,91.5168343654649,,-0.0,0.0,,,,,,,,,,,,,,,,,,,,0.028169014084507,0.0,142.0,340.0,70.5,0.321,0.579,0.0062240663900414,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Bub Means,Pittsburgh,WR,2024,6,170,4.2698,73.0,212.0,33.25,4.43,39.5,122.0,19.0,,4.4,9.35,110.09078075109203,1.300833699420075,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.14,17.5,50.0,17.7,94.5,50.0,4.7,5.2,2.0,9.5,90.5,0.0,96.3,,,,,,,,
87,Jordan Magee,Temple,LB,2024,6,195,4.2763,75.0,228.0,32.0,4.55,35.5,121.0,,,,9.6,106.39451913067806,0.6908845118727818,,0.0,0.4,12.5,249.0,88.6,14.6,0.0,0.0080321285140562,,,10.9,13.8,2.4,276.0,0.0,0.0,2.0,26.7,25.8,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Matt Lee,Miami,IOL,2024,7,237,4.3104,75.625,301.0,,5.03,31.0,111.0,,,,8.66,94.04258342510633,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0054347826086956,0.0,184.0,358.0,73.7,0.489,0.494,0.0018450184501845,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Jaheim Bell,FLORIDA ST,TE,2024,7,231,4.3396,74.0,241.0,33.0,4.61,35.0,124.0,,,,8.45,106.71939061316041,0.5534131533000207,,0.0,,,,,,,,,,,,,,,,,,,,,,,149.0,64.0,,,,,,,,,,,,,,,13.0,1.97,12.9,75.0,7.9,117.7,50.0,9.3,8.1,11.0,44.3,10.4,43.0,85.6,,,,,,,,
90,Jonathon Brooks,Texas,RB,2024,2,46,4.34,72.375,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,1.5,,,,,,,,61.0,,,,,732.0,3.91,132.9,0.3262032085561497,43.3,0.1283422459893048,0.1518324607329843,0.0047169811320754
91,Roger Rosengarten,WASHINGTON,OT,2024,2,62,4.3445,77.375,308.0,33.5,4.92,30.0,113.0,20.0,,4.6,9.19,105.1284596377995,,0.7873662562864716,0.0,,,,,,,,,,,,,,,,,,,,0.0474137931034482,0.0,232.0,368.0,58.9,0.519,0.3939999999999999,0.005,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Cade Stover,Ohio State,TE,2024,4,123,4.3511,75.875,247.0,32.75,4.65,34.5,117.0,,,4.45,8.22,105.66110236105104,0.3867673947782166,,1.0,,,,,,,,,,,,,,,,,,,,,,,282.0,54.4,,,,,,,,,,,,,,,12.0,2.04,14.0,80.4,8.2,138.2,60.0,0.0,6.9,8.0,44.1,8.1,47.7,84.7,,,,,,,,
93,Mohamed Kamara,Colorado State,ED,2024,5,158,4.3553,73.0,248.0,32.38,4.57,34.5,123.0,,,,7.99,113.71476971737268,1.144541344872305,,0.0,,,,,,,,,,5.1,,,,,,,31.2,19.4,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Sione Vaki,Utah,S,2024,5,132,4.3671,71.125,213.0,29.12,4.51,39.5,125.0,20.0,,,,102.9682736740723,1.796226180988302,,1.0,0.6,3.4,407.0,96.0,13.1,0.0024570024570024,0.0024570024570024,88.0,69.0,3.6,21.2,3.5,253.0,0.0,1.0,1.0,11.1,11.8,17.0,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,
95,Justin Eboigbe,Alabama,DT,2024,4,111,4.3705,77.0,297.0,33.38,5.18,28.0,,,,,5.78,82.50255646088232,-0.3465982608995015,,1.0,,,,,,,,,,8.9,,,,,,,9.8,7.9,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Tanor Bortolini,Wisconsin,IOL,2024,4,117,4.3847,76.25,303.0,,4.94,32.5,112.0,21.0,7.16,4.28,9.77,101.75712508313127,,4.95352830435694,1.0,,,,,,,,,,,,,,,,,,,,0.0325581395348837,0.0046511627906976,215.0,371.0,61.1,0.291,0.59,0.0051194539249146,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Kitan Oladapo,Oregon State,S,2024,6,169,4.3885,74.0,216.0,32.38,4.58,36.0,117.0,15.0,,,8.18,98.17973030952427,-0.6629984674598455,,0.0,0.5,19.4,438.0,92.4,11.6,0.0045662100456621,0.0159817351598173,61.3,58.3,4.2,10.7,8.9,315.0,2.0,2.0,7.0,10.5,11.8,36.0,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,,,,
98,Qwan'tez Stiggers,Toronto (CFL),CB,2024,6,176,4.4115,71.75,204.0,,4.45,,,,,,,104.04473757958372,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Ricky Pearsall,Florida,WR,2024,1,31,4.4116,73.0,191.0,30.88,4.41,42.0,129.0,17.0,6.64,4.05,9.91,100.99712355271815,2.076615247798478,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.23,14.8,74.7,11.0,116.2,50.0,3.0,5.8,9.0,56.5,42.2,0.9,93.9,,,,,,,,
100,Nehemiah Pritchett,Auburn,CB,2024,5,136,4.4151,72.125,190.0,,4.36,34.5,,,,,7.79,105.15686726749009,-0.5462953683836892,,1.0,0.5,19.2,254.0,98.4,9.4,0.0039370078740157,0.0118110236220472,58.8,46.2,1.9,27.3,14.7,213.0,0.0,1.0,3.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,17.1,,,,,,,,,,,,,,,,,
101,Decamerion Richardson,Mississippi St.,CB,2024,4,112,4.4228,74.25,188.0,,4.34,35.0,128.0,,,,8.61,105.98122300185564,0.3449000796026148,,0.0,1.0,10.4,421.0,99.3,5.9,0.0,0.004750593824228,90.1,64.2,0.9,0.0,10.2,357.0,0.0,0.0,2.0,100.0,33.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,
102,Jonah Elliss,Utah,ED,2024,3,76,4.4293,74.0,248.0,33.0,,,,,,,8.59,,0.0,,1.0,,,,,,,,,,5.7,,,,,,,27.9,17.7,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Marshawn Kneeland,Western Michigan,ED,2024,2,56,4.4667,75.0,267.0,34.5,4.75,35.5,119.0,,,,9.08,104.89790593994829,0.8209712128121167,,0.0,,,,,,,,,,11.0,,,,,,,34.1,17.3,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Jackson Powers-Johnson,Oregon,IOL,2024,2,44,4.4874,75.375,328.0,,,32.0,104.0,30.0,,,,,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,113.0,332.0,85.6,0.575,0.367,0.0089887640449438,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Tyrone Tracy Jr.,Purdue,RB,2024,6,166,4.4958,71.125,209.0,,4.48,40.0,124.0,,6.81,4.06,9.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,1.07,,,,,,,,45.0,,,,,506.0,4.44,160.2,0.3947368421052631,49.6,0.219298245614035,0.1937984496124031,0.0
106,Tahj Washington,USC,WR,2024,7,241,4.5109,69.75,174.0,29.12,4.52,35.0,123.0,,6.84,4.22,5.13,83.37301454391527,-0.09557308766105019,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.06,18.0,79.7,10.7,149.2,66.7,1.7,8.6,18.0,89.0,7.8,1.0,90.6,,,,,,,,
107,Christian Haynes,UConn,IOL,2024,3,81,4.5186,74.75,317.0,33.5,5.03,,102.0,25.0,,,9.1,99.04152473673989,,-0.0,0.0,,,,,,,,,,,,,,,,,,,,0.056338028169014,0.0,142.0,364.0,80.1,0.275,0.629,0.0079051383399209,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Joe Milton,Tennessee,QB,2024,7,193,4.5739,77.125,246.0,36.8,4.62,,,,,,,107.9933965398981,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,2.0,7.9,102.0,19.6,4.7,0.08,47.7,12.0,,,,10.4,,,,,,,,,,,,,,,,,
109,Malik Mustapha,Wake Forest,S,2024,4,124,4.5747,70.125,206.0,30.12,4.54,,,22.0,,,9.39,96.97812980212043,0.0,,1.0,0.6,10.3,314.0,91.5,10.5,0.0031847133757961,0.0095541401273885,79.0,51.7,6.5,7.8,4.5,327.0,2.0,1.0,3.0,14.3,6.9,29.0,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,
110,Sanoussi Kane,Purdue,S,2024,7,250,4.5776,71.625,207.0,,4.52,,,,,,8.18,99.18513799189921,0.0,,1.0,1.1,15.9,408.0,94.0,8.7,0.0,0.017156862745098,109.2,61.4,7.7,13.3,3.8,341.0,1.0,0.0,7.0,25.0,28.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,,
111,Cedric Johnson,Mississippi,ED,2024,6,214,4.5927,75.0,260.0,33.5,4.63,38.0,122.0,,,,9.28,113.15646705710165,2.0438333653644105,,1.0,,,,,,,,,,4.7,,,,,,,14.3,10.8,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Mason McCormick,South Dakota State,IOL,2024,4,119,4.6248,76.25,309.0,33.88,5.08,,117.0,,,,9.96,92.79693368736355,,-0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Dominick Puni,KANSAS,OT,2024,3,86,4.6498,77.125,313.0,33.38,5.35,30.0,107.0,26.0,,4.4,,76.41158443868015,,1.760347371469368,0.0,,,,,,,,,,,,,,,,,,,,0.043010752688172,0.0,93.0,401.0,72.3,0.504,0.424,0.0040485829959514,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Kiran Amegadjie,YALE,OT,2024,3,75,4.6614,77.375,323.0,36.12,,,,21.0,,,,,,-0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Jacob Cowing,Arizona,WR,2024,5,135,4.702,68.375,168.0,29.25,4.38,36.0,121.0,13.0,7.02,4.32,6.28,91.29412601972753,0.21473953169031096,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.92,9.8,73.6,6.7,115.3,35.7,6.3,5.8,8.0,70.1,29.2,0.0,95.6,,,,,,,,
116,Christian Mahogany,Boston College,IOL,2024,7,210,4.71,75.375,314.0,33.5,5.13,,109.0,,,,9.64,90.67554682236955,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0201342281879194,0.0,149.0,440.0,74.5,0.639,0.275,0.0033955857385398,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Matt Goncalves,PITTSBURGH,OT,2024,3,78,4.7343,78.25,317.0,33.25,5.2,30.5,,19.0,,4.89,7.69,86.71133713805537,,-0.6234563607287337,0.0,,,,,,,,,,,,,,,,,,,,0.09375,0.0,32.0,83.0,69.4,0.4579999999999999,0.386,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Jaylen Key,Alabama,S,2024,7,257,4.7344,72.75,208.0,32.25,4.6,36.5,130.0,,,,8.93,92.90990240886792,1.604238256556391,,1.0,0.4,4.5,389.0,99.0,16.8,0.0025706940874035,0.0,59.8,59.1,4.4,16.2,7.2,300.0,0.0,1.0,0.0,0.0,25.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,
119,Junior Colson,Michigan,LB,2024,2,52,4.7442,74.0,238.0,32.5,4.58,34.0,120.0,,,,,108.1795176558647,0.07332876142383675,,1.0,0.6,2.8,342.0,86.6,9.1,0.0,0.0029239766081871,,,8.4,2.9,4.1,267.0,0.0,0.0,1.0,8.0,5.8,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Mike Jerrell,Findlay,OT,2024,7,207,4.7789,76.375,309.0,,4.94,,,,,,,103.77211765903486,,-0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,C.J. Hanson,Holy Cross,IOL,2024,7,248,4.7799,77.0,300.0,32.38,5.0,,115.0,,,,9.85,96.0,,-0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Jaylan Ford,Texas,LB,2024,4,114,4.7955,73.0,236.0,31.75,4.73,33.5,118.0,,,,8.3,94.29690436276145,-0.40100680232075736,,1.0,1.0,2.2,421.0,83.2,9.0,0.004750593824228,0.002375296912114,,,11.2,6.9,3.3,291.0,0.0,2.0,1.0,16.2,12.2,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,T.J. Tampa,Iowa State,CB,2024,5,130,4.8372,72.875,194.0,,4.58,,,,,,6.35,88.17994296318383,0.0,,1.0,0.6,18.4,411.0,99.3,7.8,0.0048661800486618,0.0145985401459854,54.8,51.0,2.1,12.5,7.7,333.0,0.0,2.0,6.0,50.0,33.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,,
124,Javontae Jean-Baptiste,Notre Dame,ED,2024,7,222,4.8393,77.0,239.0,33.75,4.66,34.5,127.0,,,,9.22,101.36411427742945,1.7697067241654634,,0.0,,,,,,,,,,9.9,,,,,,,13.6,12.9,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Jared Wiley,TCU,TE,2024,5,131,4.8579,78.125,249.0,33.25,4.62,37.0,118.0,,7.19,4.52,,109.31038918062856,1.2199961873872374,,1.0,,,,,,,,,,,,,,,,,,,,,,,254.0,48.0,,,,,,,,,,,,,,,12.0,1.61,11.1,72.3,6.8,109.6,40.0,2.1,6.4,3.0,32.4,6.2,54.2,86.3,,,,,,,,
126,Troy Fautanu,WASHINGTON,OT,2024,1,20,4.8739,75.75,317.0,34.5,5.01,32.5,113.0,29.0,,,9.62,100.63252142622517,,-0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0732758620689655,0.0043103448275862,232.0,368.0,62.6,0.519,0.3939999999999999,0.0066666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Marcellas Dial,South Carolina,CB,2024,6,180,4.8783,71.75,190.0,,4.46,40.5,129.0,,,,,96.0382331902286,2.4976867362331694,,1.0,0.9,21.2,449.0,99.6,8.3,0.0,0.0155902004454342,94.0,55.8,0.5,11.8,9.6,402.0,0.0,0.0,7.0,100.0,100.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,,,,
128,Blake Fisher,NOTRE DAME,OT,2024,2,59,4.9294,77.75,310.0,34.38,5.2,28.0,114.0,22.0,,4.73,7.72,84.79657575014879,,0.15492853141758275,0.0,,,,,,,,,,,,,,,,,,,,0.0670731707317073,0.0182926829268292,164.0,344.0,70.0,0.541,0.401,0.0078740157480314,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Daijahn Anthony,Mississippi,S,2024,7,224,4.9403,72.0,194.0,32.5,4.53,37.0,116.0,,,,6.62,92.1380289736111,-0.49128014389687524,,1.0,0.9,18.5,394.0,96.3,6.9,0.0076142131979695,0.015228426395939,62.3,63.0,1.3,8.7,11.4,304.0,0.0,3.0,6.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
130,Bucky Irving,Oregon,RB,2024,4,125,4.9436,69.0,192.0,,4.55,29.5,115.0,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,1.2,,,,,,,,66.0,,,,,743.0,3.99,140.9,0.3548387096774194,39.4,0.1827956989247312,0.1848484848484848,0.0041493775933609
131,Michael Pratt,Tulane,QB,2024,7,245,4.9519,74.5,217.0,36.8,,,,,,,8.27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,3.9,8.5,110.5,21.4,6.5,0.14,49.0,11.0,,,,10.9,,,,,,,,,,,,,,,,,
132,Kris Abrams-Draine,Missouri,CB,2024,5,145,4.9557,71.375,179.0,,4.44,33.5,,,,,4.69,92.11940966558986,-0.9052894676072567,,1.0,0.7,23.5,472.0,98.5,8.8,0.0084745762711864,0.0233050847457627,54.7,47.1,2.5,11.1,6.3,334.0,0.0,4.0,11.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,
133,Devontez Walker,North Carolina,WR,2024,4,113,4.9825,73.5,193.0,33.25,4.36,40.5,134.0,,,4.3,9.76,106.81723885592413,1.611146318771436,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.28,17.0,62.1,18.2,114.4,58.8,6.8,2.8,2.0,6.9,93.1,0.0,92.2,,,,,,,,
134,Javon Baker,UCF,WR,2024,4,110,4.983,73.25,202.0,32.25,4.54,37.0,121.0,,,,7.84,95.09505932052586,0.5250521510416721,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.21,21.9,61.9,17.1,118.7,56.3,10.3,7.2,7.0,27.1,72.9,0.0,94.2,,,,,,,,
135,Ja'Lynn Polk,Washington,WR,2024,2,37,4.9982,73.375,203.0,31.75,4.52,37.5,129.0,,,,8.85,97.26851696790115,0.6802084607173527,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,2.29,16.8,63.9,13.8,120.1,54.2,5.5,5.2,13.0,41.1,58.7,0.0,93.7,,,,,,,,
136,Walter Rouse,OKLAHOMA,OT,2024,6,177,5.0292,77.75,314.0,35.12,5.25,33.0,110.0,,,4.83,7.87,82.6651446670883,,-0.33156202617386554,0.0,,,,,,,,,,,,,,,,,,,,0.021505376344086,0.0,93.0,377.0,66.2,0.462,0.467,0.0106382978723404,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Kingsley Suamataia,BYU,OT,2024,2,63,5.0375,76.625,326.0,34.25,5.04,28.0,110.0,31.0,,,9.4,101.04747132935833,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.081967213114754,0.0081967213114754,122.0,263.0,52.9,0.247,0.639,0.0051948051948051,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Josh Newton,TCU,CB,2024,5,149,5.0512,70.625,190.0,,4.51,34.0,124.0,15.0,7.01,4.15,6.41,91.8496337937734,-0.7273704632246851,,1.0,0.8,19.2,413.0,97.9,7.6,0.0024213075060532,0.0145278450363196,64.8,48.1,2.1,21.1,10.3,380.0,0.0,1.0,6.0,66.7,37.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,,,,,,,,,
139,Beaux Limmer,Arkansas,IOL,2024,7,217,5.0579,76.625,302.0,,5.22,36.5,110.0,39.0,7.47,4.57,9.8,81.3495072384836,,2.1895768486159843,1.0,,,,,,,,,,,,,,,,,,,,0.0544217687074829,0.0204081632653061,147.0,387.0,77.6,0.344,0.568,0.0018726591760299,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Cornelius Johnson,Michigan,WR,2024,7,253,5.062,74.75,212.0,31.88,4.44,37.5,127.0,13.0,6.93,4.37,9.46,109.10231759276564,0.6802084607173527,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.77,12.9,71.2,11.5,98.3,81.8,9.6,2.6,4.0,5.4,94.6,0.0,98.0,,,,,,,,
141,Ryan Flournoy,SE Missouri State,WR,2024,7,216,5.1012,72.75,202.0,31.62,4.44,,,,,,,103.95598185725783,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Caedan Wallace,PENN STATE,OT,2024,3,68,5.1051,76.875,314.0,34.0,5.15,31.0,116.0,,,4.96,8.23,89.2751785745684,,-0.96399975104275,0.0,,,,,,,,,,,,,,,,,,,,0.0534351145038167,0.0076335877862595,131.0,311.0,67.1,0.354,0.5589999999999999,0.0090497737556561,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Tarheeb Still,Maryland,CB,2024,5,137,5.1142,71.625,188.0,,4.49,38.0,120.0,,,,7.74,92.51293960543424,-0.0046705099341476375,,1.0,1.5,4.5,304.0,99.0,6.6,0.0164473684210526,0.0032894736842105,72.7,65.9,3.4,15.4,5.4,267.0,1.0,5.0,1.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,
