Year,Player,Pos,School,Height,Weight,40yd,Vertical,Broad Jump,Bench,3Cone,Shuttle,Drafted,Round,Pick,RAS,arm_length_inches,player_game_count,yprr,yards_per_reception,caught_percent,avg_depth_of_target,targeted_qb_rating,contested_catch_rate,drop_rate,yards_after_catch_per_reception,avoided_tackles,slot_rate,wide_rate,inline_rate,route_rate,routes,targets,receptions
2021,Khalil McClain,WR,Troy,74.0,214.0,4.7,32.0,114.0,15.0,7.72,4.5,False,,,2.32,,11.0,1.06,12.0,64.0,12.9,118.6,56.3,11.1,3.5,0.0,4.0,96.0,0.0,95.8,361.0,50.0,32.0
2021,Isaiah McKoy,WR,Kent St.,74.0,200.0,4.68,29.5,114.0,12.0,7.09,4.36,False,,,,31.62,4.0,3.67,18.2,61.0,17.3,128.6,80.0,16.7,5.2,5.0,9.0,91.0,0.0,86.1,124.0,41.0,25.0
2021,Racey McMath,WR,LSU,74.0,217.0,4.36,34.0,124.0,,7.38,4.38,True,6.0,205.0,7.43,32.0,6.0,1.28,13.9,56.0,16.5,55.0,80.0,12.5,3.3,3.0,12.7,87.3,0.0,96.8,152.0,25.0,14.0
2021,Dax Milne,WR,BYU,,,4.54,31.0,114.0,14.0,,4.19,True,7.0,258.0,4.56,29.38,,,,,,,,,,,,,,,,,
2021,Elijah Moore,WR,Mississippi,,,4.35,36.0,121.0,17.0,6.63,4.07,True,2.0,34.0,8.69,30.12,8.0,3.85,13.9,85.1,10.9,125.8,73.3,2.3,5.9,18.0,79.8,15.7,0.3,92.0,310.0,101.0,86.0
2021,Rondale Moore,WR,Purdue,67.0,180.0,4.28,42.5,,,6.65,4.06,True,2.0,49.0,9.33,28.25,3.0,2.25,7.7,79.5,2.6,82.8,25.0,0.0,6.9,3.0,82.8,16.4,0.0,93.8,120.0,44.0,35.0
2021,Jonathan Nance,WR,Missouri,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,
2021,Dazz Newsome,WR,North Carolina,70.0,190.0,4.59,34.0,121.0,12.0,7.38,4.38,True,6.0,221.0,2.13,29.88,12.0,1.86,12.7,78.3,9.0,137.0,80.0,6.9,6.6,14.0,98.5,0.8,0.3,94.8,368.0,69.0,54.0
2021,Tre Nixon,WR,Central Florida,72.0,187.0,4.44,35.5,125.0,18.0,6.81,4.27,True,7.0,242.0,8.97,31.75,4.0,1.78,13.7,57.6,13.8,103.1,50.0,20.8,2.8,1.0,4.5,95.5,0.0,94.2,146.0,33.0,19.0
2021,Antonio Nunn,WR,Buffalo,71.0,204.0,4.5,33.5,120.0,15.0,7.12,4.32,False,,,6.65,31.0,7.0,4.14,15.8,66.1,13.3,97.6,41.2,5.1,6.1,7.0,13.2,86.8,0.0,93.4,141.0,56.0,37.0
2021,Whop Philyor,WR,Indiana,69.0,184.0,4.57,31.0,120.0,14.0,7.2,4.34,False,,,1.63,30.62,8.0,1.68,9.1,60.7,9.2,82.2,80.0,5.3,4.2,12.0,79.4,19.9,0.0,92.4,292.0,89.0,54.0
2021,Cornell Powell,WR,Clemson,72.0,204.0,4.53,36.5,128.0,16.0,7.03,4.21,True,5.0,181.0,7.57,32.75,12.0,2.22,16.6,67.9,13.2,125.1,41.2,3.6,5.9,8.0,6.8,93.2,0.0,96.4,397.0,78.0,53.0
2021,Blake Proehl,WR,East Carolina,73.0,186.0,4.47,36.0,126.0,12.0,7.0,4.06,False,,,8.57,31.5,9.0,2.21,12.3,72.3,11.2,107.0,52.6,2.1,3.6,2.0,6.8,93.2,0.0,93.2,261.0,65.0,47.0
2021,Amari Rodgers,WR,Clemson,69.0,212.0,4.52,33.0,121.0,19.0,7.07,4.31,True,3.0,85.0,5.35,30.38,12.0,2.61,13.2,77.8,7.6,124.7,14.3,7.2,8.0,17.0,86.3,13.2,0.5,95.6,391.0,99.0,77.0
2021,Anthony Schwartz,WR,Auburn,72.0,186.0,4.27,32.0,123.0,,7.13,4.25,True,3.0,91.0,6.89,31.5,10.0,2.31,11.8,63.5,8.0,83.2,33.3,10.0,9.0,4.0,51.6,47.8,0.0,95.2,275.0,85.0,54.0
2021,Ben Skowronek,WR,Notre Dame,74.0,220.0,,,,13.0,,,False,,,,,10.0,1.46,15.1,65.9,11.9,136.4,66.7,6.5,6.2,5.0,7.9,92.1,0.0,94.3,300.0,44.0,29.0
2021,Brandon Smith,WR,Iowa,73.0,218.0,4.62,39.5,130.0,,,,False,,,9.17,34.25,8.0,1.05,10.0,57.5,11.7,90.7,50.0,14.8,2.0,2.0,5.7,94.3,0.0,95.7,220.0,40.0,23.0
2021,Ihmir Smith-Marsette,WR,Iowa,72.0,181.0,4.43,37.0,124.0,,7.0,4.2,True,5.0,157.0,6.81,30.75,7.0,1.84,13.8,62.5,13.9,113.0,50.0,10.7,5.1,6.0,22.2,77.8,0.0,96.4,187.0,40.0,25.0
2021,Marquez Stevenson,WR,Houston,70.0,180.0,4.48,33.0,122.0,,6.76,4.14,True,6.0,203.0,5.37,31.5,5.0,2.41,15.1,71.4,11.6,146.0,66.7,4.8,6.5,3.0,88.6,11.4,0.0,94.7,125.0,28.0,20.0
2021,Dillon Stoner,WR,Oklahoma St.,72.0,194.0,4.51,37.0,123.0,16.0,6.96,4.13,False,,,,,11.0,2.1,13.6,64.6,10.9,106.8,46.7,2.3,4.9,2.0,48.3,51.7,0.0,95.5,273.0,65.0,42.0
2021,Eli Stove,WR,Auburn,71.0,194.0,4.54,30.5,119.0,14.0,7.34,4.4,False,,,2.22,32.12,,,,,,,,,,,,,,,,,
2021,Sage Surratt,WR,Wake Forest,74.0,209.0,4.66,,,18.0,,4.25,False,,,5.65,32.25,,,,,,,,,,,,,,,,,
2021,Tamorrion Terry,WR,Florida St.,74.0,207.0,4.44,32.5,126.0,15.0,7.0,4.53,False,,,,33.38,5.0,1.78,12.6,60.5,13.3,82.0,62.5,4.2,4.0,2.0,6.5,93.5,0.0,95.3,162.0,38.0,23.0
2021,Kadarius Toney,WR,Florida,71.0,193.0,4.39,39.5,136.0,9.0,6.88,4.25,True,1.0,20.0,8.99,31.25,11.0,2.62,14.0,83.3,7.7,139.8,42.9,2.8,6.8,20.0,86.4,10.3,0.3,94.0,373.0,84.0,70.0
2021,Tyler Vaughns,WR,USC,73.0,190.0,4.62,31.5,120.0,7.0,7.13,4.36,False,,,1.3,32.88,6.0,1.61,12.0,67.3,11.8,86.9,37.5,5.7,4.0,5.0,1.9,98.1,0.0,93.9,247.0,49.0,33.0
2021,Tre Walker,WR,San Jose St.,70.0,178.0,4.58,28.0,113.0,,7.75,4.47,False,,,,,8.0,2.1,13.9,63.4,9.4,110.4,33.3,13.5,6.5,10.0,17.8,82.2,0.0,92.8,297.0,71.0,45.0
2021,Tylan Wallace,WR,Oklahoma St.,71.0,194.0,4.48,33.0,112.0,11.0,6.97,4.25,True,4.0,131.0,,30.38,9.0,3.26,15.6,64.1,14.8,96.4,56.5,6.3,5.0,9.0,12.8,87.2,0.0,95.0,283.0,92.0,59.0
2021,Connor Wedington,WR,Stanford,72.0,196.0,4.47,38.5,117.0,13.0,6.66,4.07,False,,,8.47,31.88,3.0,2.15,10.5,75.0,6.6,97.3,0.0,0.0,4.5,1.0,13.3,85.3,1.3,97.3,73.0,20.0,15.0
2021,Marlon Williams,WR,Central Florida,71.0,209.0,4.63,33.5,119.0,14.0,,4.57,False,,,3.27,31.0,8.0,3.12,14.6,68.3,10.8,124.6,21.4,5.3,6.3,22.0,94.4,5.4,0.0,93.5,332.0,104.0,71.0
2021,Seth Williams,WR,Auburn,75.0,211.0,4.49,37.0,124.0,12.0,7.2,4.43,True,6.0,219.0,6.86,33.5,11.0,2.05,16.1,47.0,13.8,73.7,30.0,14.5,5.5,14.0,26.5,73.5,0.0,95.4,370.0,100.0,47.0
2022,Calvin Austin,WR,Memphis,68.0,170.0,4.32,39.0,135.0,,6.65,4.07,True,4.0,138.0,9.05,,12.0,2.99,15.5,61.2,11.6,111.1,28.0,6.3,7.2,14.0,9.5,90.5,0.0,93.0,383.0,121.0,74.0
2022,David Bell,WR,Purdue,73.0,212.0,4.65,33.0,118.0,,7.14,4.57,True,3.0,99.0,3.98,31.88,11.0,2.7,13.7,69.9,10.7,115.3,42.3,5.1,5.8,25.0,16.3,83.7,0.0,96.3,472.0,133.0,93.0
2022,Slade Bolden,WR,Alabama,71.0,193.0,4.66,32.0,116.0,,,,False,,,4.86,29.38,15.0,1.03,9.7,73.7,7.3,110.9,36.4,4.5,4.4,1.0,86.6,12.7,0.0,96.6,395.0,57.0,42.0
2022,Treylon Burks,WR,Arkansas,74.0,225.0,4.55,33.0,122.0,,7.28,,True,1.0,18.0,5.79,33.5,12.0,3.57,16.9,73.9,9.7,155.3,43.8,4.4,9.3,14.0,67.7,24.1,3.0,93.9,308.0,88.0,65.0
2022,Dai'Jean Dixon,WR,Nicholls St.,75.0,205.0,4.62,34.0,125.0,,7.28,4.42,False,,,,,,,,,,,,,,,,,,,,,
2022,Jahan Dotson,WR,Penn St.,71.0,178.0,4.43,36.0,121.0,,7.28,,True,1.0,16.0,6.33,30.75,12.0,2.56,13.0,66.4,11.3,110.4,41.7,2.2,5.3,9.0,23.7,76.3,0.0,94.9,461.0,137.0,91.0
2022,Romeo Doubs,WR,Nevada,74.0,201.0,,,,,,,True,4.0,132.0,,32.25,11.0,2.3,13.9,72.7,13.8,130.6,60.0,4.8,4.0,10.0,21.4,78.6,0.0,95.1,484.0,110.0,80.0
2022,Dontario Drummond,WR,Mississippi,73.0,215.0,4.65,34.0,122.0,,,,False,,,5.69,31.5,12.0,2.56,13.6,80.9,6.2,136.3,55.6,7.3,9.2,16.0,66.0,28.4,3.3,93.7,402.0,94.0,76.0
2022,Erik Ezukanma,WR,Texas Tech,74.0,209.0,,36.5,126.0,,,4.38,True,4.0,125.0,7.03,33.5,11.0,2.31,14.9,63.5,11.8,95.5,56.3,7.8,7.8,11.0,18.6,80.2,0.3,95.0,302.0,74.0,47.0
2022,Ty Fryfogle,WR,Indiana,73.0,204.0,4.53,39.0,127.0,,,,False,,,7.2,30.75,12.0,1.36,10.8,47.0,13.8,53.3,31.8,14.5,3.4,2.0,45.4,54.4,0.0,93.5,373.0,100.0,47.0
2022,Danny Gray,WR,SMU,72.0,186.0,4.33,34.0,126.0,,,,True,3.0,105.0,,31.88,10.0,2.69,16.4,68.1,10.9,133.3,57.1,12.5,8.6,9.0,10.1,89.9,0.0,97.1,298.0,72.0,49.0
2022,Johnny Johnson III,WR,Oregon,72.0,197.0,4.6,32.0,121.0,,7.21,4.54,False,,,5.4,30.5,10.0,1.85,12.4,73.5,10.8,99.0,44.4,7.4,4.5,7.0,20.3,79.7,0.0,92.3,168.0,34.0,25.0
2022,Josh Johnson,WR,Tulsa,71.0,183.0,,,,14.0,,,False,,,3.67,,13.0,2.53,13.1,63.0,11.7,75.9,50.0,8.6,4.3,7.0,98.5,1.5,0.0,92.4,440.0,135.0,85.0
2022,Velus Jones,WR,Tennessee,72.0,204.0,4.31,33.0,121.0,,,,True,3.0,71.0,7.1,,13.0,2.67,13.0,76.5,7.1,131.0,50.0,4.6,8.3,16.0,82.6,17.0,0.0,95.3,302.0,81.0,62.0
2022,Kevin Austin Jr.,WR,Notre Dame,74.0,200.0,4.43,39.0,132.0,,6.71,4.15,False,,,9.94,32.88,13.0,2.28,18.5,58.5,14.7,104.1,52.2,9.4,6.7,6.0,21.8,78.2,0.0,95.6,390.0,82.0,48.0
2022,Reggie Roberson Jr.,WR,SMU,71.0,192.0,,29.0,114.0,,,,False,,,,32.62,12.0,1.72,12.2,69.4,9.4,111.5,40.0,9.1,5.6,9.0,12.2,87.8,0.0,96.2,356.0,72.0,50.0
2022,Drake London,WR,USC,76.0,219.0,,,,,,,True,1.0,8.0,,33.0,8.0,3.52,12.3,73.9,9.2,114.3,65.4,8.3,5.2,22.0,12.6,86.2,0.9,94.5,308.0,119.0,88.0
2022,Bo Melton,WR,Rutgers,71.0,189.0,4.34,38.0,121.0,,6.98,,True,7.0,229.0,9.23,31.25,11.0,2.28,11.5,61.5,10.8,89.2,25.0,8.2,6.3,12.0,21.8,78.2,0.0,96.2,282.0,91.0,56.0
2022,John Metchie,WR,Alabama,71.0,187.0,,,,,,,True,2.0,44.0,,,13.0,2.41,11.9,75.0,8.8,116.1,61.1,7.7,6.7,20.0,33.4,66.0,0.0,96.3,473.0,128.0,96.0
2022,Skyy Moore,WR,Western Michigan,70.0,195.0,4.41,34.5,125.0,,7.13,4.32,True,2.0,54.0,7.58,31.0,12.0,3.4,13.7,75.2,10.8,124.5,61.5,3.1,5.7,26.0,34.5,65.3,0.2,93.6,380.0,125.0,94.0
2022,Jalen Nailor,WR,Michigan St.,71.0,186.0,4.5,38.0,128.0,,7.03,4.28,True,6.0,191.0,,30.25,9.0,2.7,18.2,50.7,14.2,87.2,0.0,9.5,9.9,7.0,3.4,96.3,0.4,95.5,256.0,75.0,38.0
2022,Chris Olave,WR,Ohio St.,72.0,187.0,4.39,32.0,124.0,,,,True,1.0,11.0,8.64,31.12,12.0,2.29,14.4,64.4,14.7,121.5,62.5,7.1,4.2,1.0,18.5,81.3,0.2,95.6,408.0,101.0,65.0
2022,Kyle Philips,WR,UCLA,71.0,189.0,4.58,33.5,124.0,,,,True,5.0,163.0,8.31,29.62,11.0,2.11,12.5,62.8,9.8,104.9,33.3,9.2,6.0,8.0,92.8,4.6,1.9,93.8,350.0,94.0,59.0
2022,George Pickens,WR,Georgia,75.0,195.0,4.47,33.0,125.0,,,,True,2.0,52.0,9.35,32.38,4.0,3.34,21.4,55.6,15.0,97.9,100.0,0.0,2.8,0.0,2.9,97.1,0.0,91.4,32.0,9.0,5.0
2022,Alec Pierce,WR,Cincinnati,75.0,211.0,4.41,40.5,129.0,,7.13,4.28,True,2.0,53.0,9.83,33.0,14.0,2.38,16.8,63.4,17.1,126.7,46.7,7.1,3.7,4.0,14.0,84.7,1.1,96.8,367.0,82.0,52.0
2022,Makai Polk,WR,Mississippi St.,75.0,195.0,4.59,31.0,119.0,,,4.36,False,,,4.88,32.25,13.0,1.59,9.9,75.5,8.6,111.9,44.4,5.4,3.2,7.0,5.5,94.5,0.0,95.1,655.0,139.0,105.0
2022,Charleston Rambo,WR,Miami,73.0,177.0,4.57,33.5,118.0,,,,False,,,5.82,32.0,12.0,2.54,14.7,66.4,12.7,103.8,52.2,4.8,4.9,8.0,10.6,89.4,0.0,93.9,459.0,119.0,79.0
2022,Wan'Dale Robinson,WR,Kentucky,68.0,178.0,4.44,34.5,118.0,,,,True,2.0,43.0,7.36,27.62,13.0,3.56,12.9,74.3,10.4,105.7,52.9,6.3,5.8,22.0,71.9,27.8,0.0,97.2,377.0,140.0,104.0
2022,Justyn Ross,WR,Clemson,76.0,205.0,,,,11.0,,,False,,,2.59,32.12,10.0,2.06,11.2,63.9,10.9,87.4,46.2,2.1,4.5,9.0,54.2,45.1,0.8,94.3,249.0,72.0,46.0
2022,Braylon Sanders,WR,Mississippi,72.0,194.0,4.48,34.5,121.0,,,,False,,,7.65,31.5,12.0,1.54,23.3,43.4,21.3,97.6,16.7,8.0,6.3,2.0,11.9,87.5,0.0,94.3,348.0,53.0,23.0
2022,Khalil Shakir,WR,Boise St.,72.0,196.0,4.43,34.5,124.0,,7.28,4.21,True,5.0,148.0,8.31,29.0,12.0,2.83,14.5,67.5,9.8,116.0,44.4,11.5,6.1,14.0,76.7,22.3,0.2,94.7,395.0,114.0,77.0
2022,Tyquan Thornton,WR,Baylor,74.0,181.0,4.28,36.5,130.0,,,,True,2.0,50.0,8.54,33.25,14.0,2.5,15.2,63.3,15.4,120.3,55.6,4.6,3.1,5.0,5.1,94.9,0.0,96.2,377.0,98.0,62.0
2022,Jalen Tolbert,WR,South Alabama,73.0,194.0,4.49,36.0,123.0,,7.08,,True,3.0,88.0,8.62,32.25,12.0,3.16,18.0,63.6,14.2,116.9,44.4,8.9,7.1,13.0,33.7,66.3,0.0,95.9,466.0,129.0,82.0
2022,Tré Turner,WR,Virginia Tech,73.0,184.0,4.51,27.0,113.0,,7.45,4.53,False,,,,30.75,,,,,,,,,,,,,,,,,
2022,Christian Watson,WR,North Dakota St.,76.0,208.0,4.36,38.5,136.0,,,,True,2.0,34.0,9.96,32.5,,,,,,,,,,,,,,,,,
2022,Isaiah Weston,WR,Northern Iowa,76.0,214.0,4.42,40.0,135.0,20.0,,,False,,,9.62,32.5,,,,,,,,,,,,,,,,,
2022,Devon Williams,WR,Oregon,77.0,210.0,4.65,33.0,133.0,,,,False,,,5.6,34.12,12.0,2.26,15.9,67.3,15.2,120.4,36.4,5.4,4.0,9.0,5.9,93.8,0.0,96.5,247.0,52.0,35.0
2022,Jameson Williams,WR,Alabama,74.0,179.0,,,,,,,True,1.0,12.0,,32.12,15.0,3.12,20.0,67.8,14.5,143.0,33.3,7.1,9.3,12.0,27.9,71.9,0.0,96.9,500.0,115.0,78.0
2022,Garrett Wilson,WR,Ohio St.,72.0,183.0,4.38,36.0,123.0,,,4.36,True,1.0,10.0,7.77,32.0,11.0,3.0,15.1,68.6,11.6,141.7,61.5,7.9,6.0,19.0,17.1,82.9,0.0,95.7,353.0,102.0,70.0
2022,Mike Woods,WR,Oklahoma,73.0,204.0,4.55,34.5,125.0,,,,True,6.0,202.0,7.62,,,,,,,,,,,,,,,,,,
2023,Jordan Addison,WR,USC,71.0,173.0,4.49,34.0,122.0,,,,True,1.0,23.0,5.94,30.88,11.0,2.78,14.8,74.7,10.7,139.0,22.2,3.3,7.0,6.0,23.0,75.5,0.0,94.0,315.0,79.0,59.0
2023,Ronnie Bell,WR,Michigan,72.0,191.0,4.54,38.5,120.0,14.0,6.98,4.15,True,7.0,253.0,8.2,31.0,14.0,2.56,14.4,63.9,11.5,94.5,16.7,7.5,5.1,10.0,41.0,57.9,0.8,94.6,348.0,97.0,62.0
2023,Jake Bobo,WR,UCLA,76.0,206.0,,,,,,,False,,,2.61,32.25,13.0,2.0,14.3,67.9,12.7,117.0,59.1,6.6,4.7,6.0,40.0,58.1,1.4,96.7,408.0,84.0,57.0
2023,Kayshon Boutte,WR,LSU,71.0,195.0,4.5,29.0,118.0,,,4.25,True,6.0,187.0,4.99,31.38,11.0,1.49,11.2,65.8,9.7,91.0,45.5,12.7,4.8,8.0,71.9,28.1,0.0,92.6,362.0,73.0,48.0
2023,Jalen Brooks,WR,South Carolina,73.0,201.0,4.69,35.0,130.0,,7.15,4.31,True,7.0,244.0,5.6,34.12,12.0,1.76,15.1,71.7,11.4,105.3,57.1,5.7,6.8,6.0,17.3,81.7,0.0,94.7,284.0,46.0,33.0
2023,Jason Brownlee,WR,Southern Mississippi,74.0,198.0,4.59,39.5,131.0,16.0,,,False,,,8.96,,13.0,2.36,16.2,47.8,15.0,68.4,45.5,6.8,4.7,8.0,8.7,91.3,0.0,91.3,378.0,115.0,55.0
2023,Jacob Copeland,WR,Maryland,71.0,201.0,4.42,33.0,127.0,20.0,7.01,4.47,False,,,8.19,31.62,12.0,2.2,14.5,65.0,14.0,91.3,20.0,3.7,2.8,4.0,3.3,96.7,0.0,94.5,171.0,40.0,26.0
2023,Derius Davis,WR,TCU,68.0,165.0,4.36,,,,,4.38,True,4.0,125.0,,29.25,14.0,2.0,12.6,63.6,7.0,101.3,25.0,6.7,9.5,9.0,89.2,9.7,0.0,95.3,266.0,66.0,42.0
2023,Nathaniel Dell,WR,Houston,68.0,165.0,4.49,,121.0,,,,True,3.0,69.0,5.82,30.5,,,,,,,,,,,,,,,,,
2023,Demario Douglas,WR,Liberty,68.0,179.0,4.44,39.5,134.0,,,4.29,False,,,7.34,30.25,,,,,,,,,,,,,,,,,
2023,Josh Downs,WR,North Carolina,69.0,171.0,4.48,38.5,131.0,,,,True,3.0,79.0,8.99,30.38,11.0,2.18,10.9,81.0,8.8,135.2,72.2,3.1,4.0,6.0,82.7,14.3,0.2,96.3,473.0,116.0,94.0
2023,Grant DuBose,WR,Charlotte,74.0,201.0,4.57,35.0,125.0,,6.89,4.32,False,,,8.79,31.88,12.0,1.87,12.6,59.4,11.7,95.4,44.8,8.7,4.8,11.0,13.5,86.1,0.0,91.2,425.0,106.0,63.0
2023,Zay Flowers,WR,Boston Col.,69.0,182.0,4.42,35.5,127.0,,,,True,1.0,22.0,8.29,29.25,12.0,2.22,13.8,62.9,10.4,106.1,58.3,9.3,6.4,14.0,32.8,66.6,0.0,95.8,485.0,124.0,78.0
2023,Bryce Ford-Wheaton,WR,West Virginia,76.0,221.0,4.38,41.0,129.0,,6.97,4.15,False,,,9.97,33.5,12.0,1.73,10.9,59.0,11.5,76.5,52.9,8.8,4.3,5.0,5.8,94.2,0.0,94.2,390.0,105.0,62.0
2023,Antoine Green,WR,North Carolina,74.0,199.0,4.47,33.5,123.0,,6.99,4.27,True,7.0,219.0,8.68,32.12,9.0,2.34,18.6,66.2,18.1,144.3,50.0,6.5,5.1,9.0,2.3,97.7,0.0,96.9,341.0,65.0,43.0
2023,Jadon Haselwood,WR,Arkansas,74.0,215.0,4.66,37.0,123.0,,6.98,4.31,False,,,7.79,31.25,12.0,2.28,11.9,77.6,6.9,118.4,25.0,7.8,6.5,16.0,80.7,14.0,0.9,96.3,309.0,76.0,59.0
2023,Malik Heath,WR,Mississippi,74.0,213.0,4.64,34.0,124.0,,6.96,4.46,False,,,6.58,32.5,13.0,2.56,16.2,69.0,13.0,115.6,42.9,7.7,6.0,7.0,6.3,93.5,0.2,91.6,380.0,87.0,60.0
2023,Elijah Higgins,WR,Stanford,75.0,235.0,4.54,35.0,126.0,,7.01,,True,6.0,197.0,8.94,31.75,12.0,1.83,11.9,72.0,7.1,90.7,30.8,6.3,7.0,15.0,79.0,18.5,2.0,95.1,385.0,82.0,59.0
2023,Xavier Hutchinson,WR,Iowa St.,74.0,203.0,4.53,36.0,116.0,,6.91,4.35,True,6.0,205.0,,31.38,12.0,2.72,10.9,66.5,9.2,92.4,45.2,5.3,4.2,13.0,29.3,70.1,0.4,95.3,430.0,161.0,107.0
2023,Jalin Hyatt,WR,Tennessee,72.0,176.0,4.4,40.0,135.0,,,,True,3.0,73.0,8.76,32.5,12.0,3.27,18.9,75.3,14.1,156.5,60.0,6.9,7.3,8.0,87.3,12.2,0.2,91.1,387.0,89.0,67.0
2023,Andrei Iosivas,WR,Princeton,75.0,205.0,4.43,39.0,128.0,19.0,6.85,4.12,False,,,9.96,32.0,,,,,,,,,,,,,,,,,
2023,Kearis Jackson,WR,Georgia,71.0,196.0,4.55,,126.0,,,,False,,,7.56,31.25,15.0,2.33,15.1,67.7,10.7,101.1,66.7,4.5,5.6,3.0,87.5,11.1,1.4,94.4,136.0,31.0,21.0
2023,Rakim Jarrett,WR,Maryland,72.0,192.0,4.44,35.5,123.0,13.0,,,False,,,8.41,31.38,11.0,1.6,11.8,62.5,8.9,100.5,14.3,16.7,6.8,4.0,94.6,5.1,0.0,93.9,295.0,64.0,40.0
2023,Michael Jefferson,WR,Louisiana,76.0,199.0,4.56,37.0,133.0,16.0,7.03,4.56,False,,,8.67,32.5,12.0,2.75,15.9,61.4,15.4,112.0,42.1,7.3,5.0,8.0,16.2,83.8,0.0,95.8,295.0,83.0,51.0
2023,Jaray Jenkins,WR,LSU,74.0,204.0,4.6,29.5,,20.0,,,False,,,4.09,31.75,13.0,1.39,15.0,67.5,14.8,140.0,58.3,6.9,4.0,4.0,9.2,90.8,0.0,92.4,290.0,40.0,27.0
2023,CJ Johnson,WR,East Carolina,74.0,224.0,,,,,,,False,,,3.81,32.75,13.0,2.38,15.2,72.0,10.0,139.0,50.0,4.3,6.9,15.0,79.2,19.2,0.4,94.2,426.0,93.0,67.0
2023,Quentin Johnston,WR,TCU,75.0,208.0,,40.5,134.0,,,,True,1.0,21.0,,33.62,14.0,3.05,17.8,61.9,12.9,102.9,34.8,11.8,8.9,19.0,15.6,84.4,0.0,95.9,350.0,97.0,60.0
2023,Charlie Jones,WR,Purdue,71.0,175.0,4.43,36.5,124.0,13.0,,,True,4.0,131.0,,31.62,13.0,2.7,12.4,71.4,11.1,119.0,52.4,2.7,3.9,6.0,11.6,88.4,0.0,94.2,505.0,154.0,110.0
2023,Dontay Demus Jr.,WR,Maryland,75.0,212.0,4.57,35.5,123.0,,,4.39,False,,,7.85,34.25,12.0,0.85,10.6,52.4,9.8,66.9,23.1,8.3,5.1,6.0,4.1,95.9,0.0,93.5,274.0,42.0,22.0
2023,Malik Knowles,WR,Kansas St.,74.0,196.0,,,,,,,False,,,,32.25,14.0,2.13,15.0,63.2,10.2,86.6,26.7,4.0,7.0,13.0,6.8,93.2,0.0,95.5,339.0,76.0,48.0
2023,Matt Landers,WR,Arkansas,76.0,200.0,4.37,37.0,130.0,,,,False,,,9.85,32.5,13.0,2.33,19.2,65.3,14.4,145.6,40.9,7.8,6.0,14.0,11.1,88.7,0.2,95.1,387.0,72.0,47.0
2023,Marvin Mims,WR,Oklahoma,71.0,183.0,4.38,39.5,129.0,,6.9,,True,2.0,63.0,9.41,,13.0,2.75,20.0,62.1,17.0,123.8,54.5,6.9,8.1,7.0,30.1,68.7,0.2,94.0,394.0,87.0,54.0
2023,Jonathan Mingo,WR,Mississippi,74.0,220.0,4.46,39.5,129.0,22.0,,,True,2.0,39.0,9.87,32.12,13.0,2.14,16.9,58.6,14.5,87.4,41.2,7.3,7.3,8.0,35.0,55.9,9.1,91.4,402.0,87.0,51.0
2023,Jalen Moreno-Cropper,WR,Fresno St.,71.0,172.0,4.4,,121.0,,,,False,,,,,14.0,2.39,13.1,73.5,10.2,107.1,25.0,6.7,6.4,15.0,17.2,82.6,0.2,95.2,455.0,113.0,83.0
2023,Puka Nacua,WR,BYU,74.0,201.0,,,,,,,True,5.0,177.0,5.18,31.5,,,,,,,,,,,,,,,,,
2023,Joseph Ngata,WR,Clemson,75.0,217.0,4.54,34.5,124.0,,,,False,,,7.3,33.12,14.0,1.57,12.8,61.2,12.5,77.1,42.9,6.8,3.6,5.0,4.0,96.0,0.0,96.0,334.0,67.0,41.0
2023,Trey Palmer,WR,Nebraska,72.0,192.0,4.33,,,,,,True,6.0,191.0,6.18,31.88,12.0,3.26,14.7,64.5,13.5,103.7,30.4,12.3,5.4,13.0,67.3,32.1,0.3,95.2,320.0,110.0,71.0
2023,A.T. Perry,WR,Wake Forest,76.0,198.0,4.47,35.0,133.0,,,,True,6.0,195.0,9.62,33.25,13.0,2.57,13.6,62.8,14.7,102.2,44.0,9.0,2.0,5.0,8.8,91.2,0.0,94.7,428.0,129.0,81.0
2023,Jayden Reed,WR,Michigan St.,71.0,187.0,4.45,33.5,121.0,,,4.29,True,2.0,50.0,,30.5,11.0,1.83,11.6,65.5,11.8,103.1,64.7,8.3,4.0,3.0,22.2,77.0,0.0,91.8,347.0,84.0,55.0
2023,Rashee Rice,WR,SMU,73.0,204.0,4.51,41.0,128.0,,,,True,2.0,55.0,,32.75,12.0,3.05,14.0,61.5,11.2,99.9,48.5,8.6,6.2,19.0,17.3,82.5,0.2,93.8,440.0,156.0,96.0
2023,Tyler Scott,WR,Cincinnati,70.0,177.0,4.44,39.5,133.0,,,,True,4.0,133.0,8.61,30.88,11.0,2.5,16.4,62.5,12.7,116.9,55.0,11.3,6.6,9.0,3.2,96.5,0.3,97.6,362.0,88.0,55.0
2023,Justin Shorter,WR,Florida,76.0,229.0,4.55,35.5,126.0,18.0,,,True,5.0,150.0,7.94,33.75,9.0,2.42,19.9,56.9,17.7,93.3,50.0,0.0,3.0,0.0,16.6,82.6,0.4,96.4,238.0,51.0,29.0
2023,Jaxon Smith-Njigba,WR,Ohio St.,73.0,196.0,,35.0,125.0,,6.57,3.93,True,1.0,20.0,8.34,30.5,3.0,0.98,9.8,50.0,12.1,64.1,0.0,0.0,3.5,0.0,85.0,12.5,0.0,100.0,40.0,8.0,4.0
