Year,Player,Pos,School,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Round,Pick,Sacks_cumulative,Sacks_final_season,TFL_cumulative,TFL_final_season,QB_Hurry_cumulative,QB_Hurry_final_season,PD_cumulative,PD_final_season,SOLO_cumulative,SOLO_final_season,TOT_cumulative,TOT_final_season
2019,Ben Burr-Kirven,LB,Washington,6-0,230.0,4.56,34.5,21.0,121.0,6.85,4.09,True,5.0,142.0,3.0,2.0,9.5,4.5,1.0,0.0,12.0,6.0,166.0,89.0,293.0,165.0
2019,Devin Bush,LB,Michigan,5-11,234.0,4.43,40.5,21.0,124.0,6.93,4.23,True,1.0,10.0,10.0,5.0,18.5,9.0,4.0,2.0,12.0,4.0,90.0,41.0,171.0,67.0
2019,Blake Cashman,LB,Minnesota,6-1,237.0,4.5,37.5,18.0,124.0,6.95,4.12,True,5.0,157.0,12.0,2.5,30.5,15.0,0.0,0.0,7.0,5.0,113.0,62.0,179.0,104.0
2019,Te'von Coney,LB,Notre Dame,6-1,234.0,,,,,,,False,,,6.5,3.5,21.0,9.0,13.0,6.0,4.0,4.0,142.0,60.0,279.0,111.0
2019,Ryan Connelly,LB,Wisconsin,6-2,242.0,4.66,34.5,,118.0,7.09,4.31,True,5.0,143.0,6.0,3.0,28.0,10.0,9.0,6.0,5.0,1.0,151.0,58.0,236.0,89.0
2019,Deshaun Davis,LB,Auburn,5-11,234.0,,31.0,25.0,111.0,,4.38,True,6.0,210.0,6.0,3.5,27.0,14.5,10.0,4.0,6.0,2.0,125.0,57.0,252.0,112.0
2019,Tyrel Dodson,LB,Texas A&M,6-0,237.0,4.6,,24.0,118.0,,,False,,,6.5,1.0,18.0,6.5,6.0,2.0,11.0,3.0,102.0,38.0,192.0,61.0
2019,T.J. Edwards,LB,Wisconsin,6-0,230.0,,,16.0,,,,False,,,8.0,3.0,30.0,10.5,8.0,3.0,11.0,2.0,169.0,68.0,273.0,103.0
2019,Emeke Egbule,LB,Houston,6-2,245.0,4.65,33.0,20.0,119.0,7.38,4.38,True,6.0,200.0,4.0,2.0,12.0,5.5,15.0,9.0,6.0,5.0,90.0,39.0,153.0,69.0
2019,Joe Giles-Harris,LB,Duke,6-2,234.0,4.75,29.5,17.0,111.0,,,False,,,9.5,1.0,31.5,7.0,10.0,2.0,8.0,2.0,142.0,34.0,306.0,81.0
2019,Andrew Van ginkel,LB,Wisconsin,6-3,241.0,,38.0,17.0,123.0,6.89,4.14,True,5.0,151.0,,,,,,,,,,,,
2019,Dre Greenlaw,LB,Arkansas,5-11,237.0,,33.0,24.0,117.0,,,True,5.0,148.0,3.0,2.0,9.5,6.5,4.0,1.0,2.0,0.0,113.0,38.0,226.0,80.0
2019,Nate Hall,LB,Northwestern,6-2,225.0,,,,,,,False,,,5.0,0.0,29.0,5.5,6.0,2.0,8.0,0.0,124.0,32.0,205.0,51.0
2019,Terez Hall,LB,Missouri,6-1,230.0,,,20.0,,,,False,,,6.0,5.0,23.5,9.0,9.0,8.0,4.0,1.0,107.0,45.0,175.0,70.0
2019,Terrill Hanks,LB,New Mexico State,6-2,242.0,4.98,35.5,21.0,118.0,,,False,,,10.0,1.0,37.0,8.5,10.0,3.0,13.0,2.0,121.0,33.0,311.0,101.0
2019,Chase Hansen,LB,Utah,6-3,222.0,,,,,,,False,,,7.0,5.0,32.0,22.0,5.0,1.0,15.0,4.0,155.0,70.0,255.0,114.0
2019,Gary Johnson,LB,Texas,6-0,226.0,4.43,33.5,16.0,121.0,7.15,4.57,False,,,9.0,7.0,23.0,17.0,12.0,8.0,2.0,1.0,99.0,61.0,150.0,90.0
2019,Jordan Jones,LB,Kentucky,6-2,234.0,4.62,32.5,23.0,123.0,,4.37,False,,,7.5,1.5,29.0,6.0,14.0,2.0,9.0,4.0,141.0,31.0,241.0,68.0
2019,Kendall Joseph,LB,Clemson,6-0,233.0,,,25.0,,,,False,,,7.5,3.5,23.0,5.5,16.0,7.0,2.0,1.0,133.0,37.0,279.0,76.0
2019,Vosean Joseph,LB,Florida,6-1,230.0,,,,,,,True,5.0,147.0,4.0,4.0,14.0,9.0,2.0,1.0,7.0,5.0,69.0,40.0,161.0,93.0
2019,Tre Lamar,LB,Clemson,6-3,253.0,,,,,,,False,,,8.0,3.0,14.0,5.5,7.0,5.0,3.0,1.0,58.0,37.0,141.0,73.0
2019,Bobby Okereke,LB,Stanford,6-1,239.0,4.58,33.5,,122.0,7.25,4.26,True,3.0,89.0,10.5,3.5,20.0,7.5,8.0,3.0,7.0,5.0,120.0,52.0,221.0,94.0
2019,Germaine Pratt,LB,North Carolina State,6-2,240.0,4.57,32.5,24.0,116.0,,,True,3.0,72.0,,,,,,,,,,,,
2019,Cameron Smith,LB,USC,6-2,238.0,4.69,39.0,15.0,123.0,,4.23,True,5.0,162.0,2.5,1.0,25.5,7.5,1.0,0.0,10.0,3.0,154.0,51.0,259.0,69.0
2019,Ty Summers,LB,TCU,6-1,241.0,4.51,36.0,27.0,123.0,,,True,7.0,226.0,9.5,4.0,18.5,5.5,7.0,3.0,8.0,0.0,122.0,29.0,226.0,46.0
2019,Sione Takitaki,LB,BYU,6-1,238.0,4.63,37.0,24.0,125.0,7.21,4.28,True,3.0,80.0,7.0,2.0,19.5,7.0,7.0,3.0,5.0,3.0,104.0,61.0,180.0,101.0
2019,Jahlani Tavai,LB,Hawaii,6-2,250.0,,,,,,,True,2.0,43.0,,,,,,,,,,,,
2019,Drue Tranquill,LB,Notre Dame,6-2,234.0,4.57,37.5,31.0,122.0,6.94,4.14,True,4.0,130.0,3.0,1.5,19.0,6.5,7.0,3.0,8.0,4.0,152.0,59.0,235.0,79.0
2019,Devin White,LB,LSU,6-0,237.0,4.42,39.5,22.0,118.0,7.07,4.17,True,1.0,5.0,8.5,3.0,29.0,12.0,13.0,8.0,9.0,6.0,114.0,62.0,286.0,123.0
2019,Mack Wilson,LB,Alabama,6-1,240.0,,32.0,,117.0,,,True,5.0,155.0,1.0,1.0,7.5,5.0,12.0,7.0,7.0,5.0,62.0,36.0,119.0,71.0
2020,Joe Bachie,LB,Michigan State,6-1,230.0,4.67,33.5,26.0,119.0,6.93,4.34,False,,,8.0,3.5,29.0,9.5,3.0,3.0,11.0,4.0,130.0,37.0,279.0,72.0
2020,Markus Bailey,LB,Purdue,6-0,235.0,,,15.0,,,,True,7.0,215.0,12.5,1.0,26.0,2.0,4.0,1.0,6.0,0.0,205.0,10.0,295.0,14.0
2020,Zack Baun,LB,Wisconsin,6-2,238.0,4.65,32.5,24.0,115.0,7.0,4.31,True,3.0,74.0,15.0,12.5,30.5,19.5,17.0,10.0,4.0,2.0,98.0,53.0,150.0,76.0
2020,Francis Bernard,LB,Utah,6-0,234.0,4.81,32.5,19.0,120.0,,,False,,,0.0,0.0,12.5,7.5,1.0,1.0,3.0,1.0,69.0,45.0,123.0,85.0
2020,Daniel Bituli,LB,Tennessee,6-2,246.0,4.84,32.0,16.0,121.0,,,False,,,4.0,3.0,12.5,3.0,4.0,3.0,5.0,2.0,138.0,50.0,264.0,86.0
2020,Shaun Bradley,LB,Temple,6-1,235.0,4.51,32.5,14.0,121.0,7.07,4.24,True,6.0,196.0,2.0,0.0,22.0,8.0,7.0,1.0,5.0,3.0,168.0,62.0,256.0,87.0
2020,Jordyn Brooks,LB,Texas Tech,6-0,240.0,4.54,,,,,,True,1.0,27.0,7.0,3.0,32.5,20.0,26.0,12.0,6.0,0.0,226.0,66.0,366.0,108.0
2020,Cameron Brown,LB,Penn State,6-5,233.0,4.72,35.5,16.0,123.0,,,True,6.0,183.0,,,,,,,,,,,,
2020,K'Lavon Chaisson,LB,LSU,6-3,254.0,,,,,,,True,1.0,20.0,9.5,6.5,19.0,13.5,9.0,6.0,4.0,2.0,46.0,34.0,92.0,60.0
2020,Nick Coe,LB,Auburn,6-5,280.0,4.89,29.0,21.0,116.0,,,False,,,9.0,0.0,20.5,3.0,12.0,3.0,1.0,0.0,35.0,5.0,71.0,15.0
2020,Carter Coughlin,LB,Minnesota,6-3,236.0,4.57,36.0,,126.0,,,True,7.0,218.0,22.0,4.5,39.0,9.5,4.0,2.0,4.0,4.0,104.0,29.0,152.0,49.0
2020,Akeem Davis-Gaither,LB,Appalachian State,6-1,224.0,,,21.0,,,,True,4.0,107.0,,,,,,,,,,,,
2020,Michael Divinity,LB,LSU,6-2,242.0,4.85,31.0,14.0,115.0,,,False,,,,,,,,,,,,,,
2020,Troy Dye,LB,Oregon,6-3,231.0,,,,,,,True,4.0,132.0,15.0,2.5,41.5,9.5,10.0,4.0,14.0,4.0,228.0,52.0,383.0,84.0
2020,Tipa Galeai,LB,Utah State,6-5,235.0,,,,,,,False,,,13.5,5.0,21.0,9.0,14.0,8.0,3.0,0.0,52.0,30.0,108.0,55.0
2020,Cale Garrett,LB,Missouri,6-2,234.0,4.92,32.0,,124.0,6.91,4.13,False,,,5.0,1.0,26.0,4.0,9.0,2.0,5.0,2.0,190.0,30.0,296.0,39.0
2020,Scoota Harris,LB,Arkansas,6-0,234.0,4.69,33.0,18.0,111.0,7.38,4.32,False,,,,,,,,,,,,,,
2020,Malik Harrison,LB,Ohio State,6-3,247.0,4.66,36.0,,122.0,6.83,4.32,True,3.0,98.0,10.0,4.5,29.0,16.5,4.0,1.0,9.0,4.0,136.0,49.0,206.0,75.0
2020,Khaleke Hudson,LB,Michigan,5-11,224.0,4.56,33.0,30.0,120.0,,,True,5.0,162.0,11.0,1.5,25.0,3.0,10.0,3.0,14.0,3.0,120.0,45.0,231.0,101.0
2020,Anfernee Jennings,LB,Alabama,6-2,256.0,,,,,,,True,3.0,87.0,13.5,8.0,32.5,12.5,20.0,8.0,17.0,5.0,94.0,45.0,185.0,83.0
2020,Clay Johnston,LB,Baylor,6-1,227.0,,,18.0,,,,True,7.0,234.0,4.5,2.5,25.5,8.0,5.0,1.0,7.0,5.0,141.0,35.0,225.0,58.0
2020,Willie Gay Jr.,LB,Mississippi State,6-1,243.0,4.46,39.5,21.0,136.0,7.08,4.3,True,2.0,63.0,5.5,0.0,9.5,2.5,6.0,1.0,4.0,1.0,33.0,7.0,84.0,17.0
2020,Azur Kamara,LB,Kansas,6-3,245.0,4.59,28.0,13.0,121.0,7.2,4.46,False,,,5.0,4.0,10.5,6.5,5.0,4.0,1.0,0.0,42.0,30.0,66.0,51.0
2020,Terrell Lewis,LB,Alabama,6-5,262.0,,37.0,,124.0,,,True,3.0,84.0,8.0,6.0,14.5,11.5,15.0,15.0,3.0,2.0,38.0,21.0,58.0,31.0
2020,Jordan Mack,LB,Virginia,6-3,241.0,,,,,,,False,,,14.5,7.5,24.5,7.5,7.0,2.0,1.0,0.0,122.0,36.0,289.0,69.0
2020,Kamal Martin,LB,Minnesota,6-3,240.0,,,,,,,True,5.0,175.0,3.5,1.0,13.0,2.5,1.0,0.0,5.0,1.0,104.0,36.0,174.0,66.0
2020,Kenneth Murray,LB,Oklahoma,6-2,241.0,4.52,38.0,21.0,129.0,,,True,1.0,23.0,9.5,4.0,37.0,17.0,12.0,5.0,6.0,4.0,179.0,69.0,329.0,102.0
2020,Dante Olson,LB,Montana,6-2,237.0,4.88,42.0,15.0,124.0,7.0,4.32,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,17.0,14.0
2020,Jacob Phillips,LB,LSU,6-3,229.0,4.66,39.0,,126.0,7.38,4.33,True,3.0,97.0,2.0,1.0,13.5,7.5,9.0,3.0,5.0,1.0,93.0,56.0,214.0,113.0
2020,Michael Pinckney,LB,Miami,5-11,235.0,,,,,,,False,,,14.5,5.0,42.0,12.5,13.0,5.0,9.0,3.0,137.0,40.0,264.0,64.0
2020,Shaquille Quarterman,LB,Miami,6-0,234.0,4.74,31.0,23.0,120.0,,,True,4.0,140.0,12.5,1.0,46.5,15.5,25.0,7.0,11.0,5.0,180.0,51.0,351.0,107.0
2020,Patrick Queen,LB,LSU,6-0,229.0,4.5,35.0,18.0,125.0,,,True,1.0,28.0,4.0,3.0,17.5,12.0,2.0,1.0,2.0,2.0,59.0,37.0,131.0,85.0
2020,Chapelle Russell,LB,Temple,6-2,236.0,4.69,35.0,21.0,121.0,7.38,4.41,True,7.0,241.0,3.0,0.0,19.5,8.5,2.0,2.0,9.0,3.0,153.0,48.0,237.0,72.0
2020,Isaiah Simmons,LB,Clemson,6-4,238.0,4.39,39.0,,132.0,,,True,1.0,8.0,10.0,8.0,27.5,16.5,7.0,5.0,20.0,8.0,141.0,67.0,229.0,104.0
2020,Justin Strnad,LB,Wake Forest,6-3,238.0,4.74,29.0,,113.0,,4.49,True,5.0,178.0,8.0,2.0,22.5,5.5,4.0,1.0,10.0,4.0,147.0,38.0,244.0,69.0
2020,Darrell Taylor,LB,Tennessee,6-4,267.0,,,,,,,True,2.0,48.0,19.5,8.5,26.5,10.0,17.0,6.0,7.0,4.0,75.0,28.0,118.0,46.0
2020,Davion Taylor,LB,Colorado,6-0,228.0,4.49,35.0,21.0,127.0,6.96,4.26,True,3.0,103.0,2.0,1.0,18.0,8.0,5.0,1.0,6.0,4.0,98.0,55.0,121.0,64.0
2020,Casey Toohill,LB,Stanford,6-4,250.0,4.62,39.0,17.0,126.0,7.08,4.21,True,7.0,233.0,14.5,8.0,22.0,11.5,20.0,10.0,4.0,1.0,71.0,37.0,123.0,57.0
2020,Josh Uche,LB,Michigan,6-1,245.0,,,18.0,,,,True,2.0,60.0,16.5,8.5,20.5,11.5,10.0,8.0,3.0,2.0,40.0,23.0,54.0,35.0
2020,Mykal Walker,LB,Fresno State,6-3,230.0,4.65,33.0,20.0,122.0,7.09,4.25,True,4.0,119.0,6.5,2.5,22.5,9.0,8.0,3.0,10.0,4.0,94.0,56.0,182.0,96.0
2020,Curtis Weaver,LB,Boise State,6-2,265.0,,32.5,,116.0,7.0,4.27,True,5.0,164.0,33.0,13.5,46.5,19.5,6.0,4.0,6.0,3.0,72.0,32.0,126.0,52.0
2020,Evan Weaver,LB,California,6-2,237.0,4.76,32.0,15.0,117.0,7.02,4.21,True,6.0,202.0,7.5,2.5,21.5,11.5,8.0,5.0,11.0,3.0,216.0,103.0,373.0,181.0
2020,Logan Wilson,LB,Wyoming,6-2,241.0,4.63,32.0,21.0,121.0,7.07,4.27,True,3.0,65.0,7.0,1.0,34.5,8.5,3.0,2.0,14.0,7.0,247.0,62.0,406.0,105.0
2020,David Woodward,LB,Utah State,6-2,230.0,4.79,33.5,16.0,114.0,7.34,4.37,False,,,7.0,2.0,17.5,5.0,3.0,0.0,7.0,2.0,104.0,53.0,215.0,93.0
